,TCHWSChi,TZone_cor,TZone_eas,TZone_nor,TZone_set,TZone_sou,TZone_wes,T_oa,T_sa,dpCHWS,dpSA,ice_mode,power,soc
17983641.6,-3.032673103037837,24.73204877895705,25.001371140335834,24.79375877617963,30.0,24.933259711609253,25.13931404971055,18.899999999999977,10.857940505403576,999.9995490733418,-0.008548636571504176,2.0,8745.668298217495,0.30614224794457123
17983987.2,-3.076720176346498,24.737008467953387,25.001837165325583,24.79284469367707,30.0,24.94479431103065,25.139211784127212,18.899999999999977,10.866206608509344,999.9995490733418,-0.00749022388481535,2.0,10120.193357006307,0.309566628711083
17984332.8,-3.076718780982958,24.742250454546877,25.002707882819323,24.792206545584577,30.0,24.95702861268984,25.139544523889242,18.899999999999977,10.87494821885133,999.9995490733418,-0.00656600805814378,2.0,10120.194198355865,0.31299495540540356
17984678.4,-3.0767187761279615,24.747266061804226,25.00368201775359,24.79169239762166,30.0,24.968327256016323,25.139994701680905,18.899999999999977,10.88413342130309,999.9995490733418,-0.0058359056420158595,2.0,10120.194201283346,0.3164232819698265
17985024.0,-2.3944780425683803,24.75167767199474,25.004497157370736,24.791161798733242,30.0,24.977519393376042,25.140290463794372,18.899999999999977,10.893720479447893,999.9995490733418,-0.0053256341780070215,2.0,7361.605987436379,0.3191595854794794
17985369.6,-3.0767193886329665,24.755124029074807,25.00487495744096,24.79045643450729,30.0,24.983592612791085,25.140159694447732,18.899999999999977,10.903724488395369,999.9995490733418,-0.0050534845067886636,2.0,10120.193831967003,0.32252677462235246
17985715.2,-3.0767187625306747,24.757354020888044,25.004558063996512,24.78938972166128,30.0,24.985926702300162,25.139337995141034,18.900984015238123,10.914112330914008,999.9995490733418,-0.005007500862120651,2.0,10120.194209482102,0.32595510122740906
17986060.8,-3.076718757991557,24.75832082980753,25.003397725494153,24.787807063118805,30.0,24.984675407783357,25.13761338074562,18.914995260952423,10.92496433124245,999.9995490733418,-0.005114515806781128,2.0,10120.194212218996,0.3293834277716165
17986406.4,-2.7326691170297295,24.75823047157587,25.00151243966667,24.785767875456884,30.0,24.980717717484936,25.135124311546747,18.94362922666687,10.93615285826587,999.9995490733418,-0.005350979990907945,2.0,8062.729179414373,0.3324627774801862
17986752.0,-3.076718132462929,24.7572147123347,24.99903218099172,24.783408845980944,30.0,24.97445886087587,25.132008479326714,18.98435809523812,10.94771994368972,999.9995490733418,-0.005674752610502765,2.0,10120.1945893881,0.33586027852939027
