,occSch.occupied,modCon.y,senSupFlo.V_flow,TSup.T,conAHU.TSupSet,chi.TSet,iceTan.TOutSet,TCHWSup.T,TCHWRetCoi.T,conVAVCor.TZon,conVAVSou.TZon,conVAVEas.TZon,conVAVNor.TZon,conVAVWes.TZon,iceTan.SOC,TOut.y,weaBus.TWetBul,chi.on,iceTan.stoCon.y,chi.P,priPum.P,secPum.P,fanSup.P,heaCoi.hA.r_nominal
18577740.0,0.0,1.0,0.0008051537730163293,293.19311664337033,294.15,283.15,283.15,293.15,293.15,297.2256302081674,297.29114470148943,297.1823150277241,297.17262688289003,297.2168548567222,0.5,299.3431413439955,297.3242133775545,0.0,1.0,0.0,0.0,0.0,-4.741030161788677e-08,0.6666666666666666
18577800.0,0.0,1.0,0.0008049380181781263,293.192942798699,294.15,283.15,283.15,293.15,293.15,297.23036805162087,297.29731767796875,297.1894026405107,297.1800141325926,297.2278347982892,0.5,299.342803030303,297.32472335568383,0.0,1.0,0.0,0.0,0.0,-4.738489603099441e-08,0.6666666666666666
18577860.0,0.0,1.0,0.0008047413272430079,293.19277052168763,294.15,283.15,283.15,293.15,293.15,297.23482018346897,297.30294161910973,297.1960471402693,297.18711296245726,297.238217234744,0.5,299.3422584876543,297.3250935157789,0.0,1.0,0.0,0.0,0.0,-4.736174119159146e-08,0.6666666666666666
18577920.0,0.0,1.0,0.0008045698264898313,293.1925999710099,294.15,283.15,283.15,293.15,293.15,297.23898718784204,297.3080632238495,297.20223284243576,297.1939287144012,297.24787803909646,0.5,299.3415106621773,297.3253209012521,0.0,1.0,0.0,0.0,0.0,-4.7341556406486405e-08,0.6666666666666666
18577980.0,0.0,1.0,0.0008044165961783838,293.1924314173654,294.15,283.15,283.15,293.15,293.15,297.2428452920709,297.3126679832155,297.2079630107799,297.20040885168913,297.256730567468,0.5,299.3405625,297.3254025552177,0.0,1.0,0.0,0.0,0.0,-4.7323525600058076e-08,0.6666666666666666
18578040.0,0.0,1.0,0.000804281646832883,293.1922642663151,294.15,283.15,283.15,293.15,293.15,297.2465016615166,297.31695017294606,297.21342707286345,297.2066457450229,297.26501458797804,0.5,299.33941694725024,297.3253355208902,0.0,1.0,0.0,0.0,0.0,-4.730764878139262e-08,0.6666666666666666
18578100.0,0.0,1.0,0.0008041559397672931,293.19209933337754,294.15,283.15,283.15,293.15,293.15,297.24985860108404,297.32077262979533,297.2185164314031,297.2125056567152,297.27248590401695,0.5,299.3380769500561,297.3251168419615,0.0,1.0,0.0,0.0,0.0,-4.729286171538447e-08,0.6666666666666666
18578160.0,0.0,1.0,0.0008040412473648543,293.19193648450016,294.15,283.15,283.15,293.15,293.15,297.25295466423086,297.3242241838729,297.22336987341873,297.2180197865304,297.2792722186494,0.5,299.33654545454544,297.32474356295813,0.0,1.0,0.0,0.0,0.0,-4.7279372333050816e-08,0.6666666666666666
18578220.0,0.0,1.0,0.0008039346029920471,293.19177556345176,294.15,283.15,283.15,293.15,293.15,297.2558316667117,297.3273696571162,297.2280041447636,297.2232258250117,297.2854855011894,0.5,299.3348254068462,297.32421272957805,0.0,1.0,0.0,0.0,0.0,-4.726683123438163e-08,0.6666666666666666
18578280.0,0.0,1.0,0.0008038372360065898,293.1916167590739,294.15,283.15,283.15,293.15,293.15,297.2584982703624,297.3302249649343,297.23239995205364,297.22811408754296,297.291153280507,0.5,299.3329197530864,297.32352138900694,0.0,1.0,0.0,0.0,0.0,-4.7255382584626e-08,0.6666666666666666
18578340.0,0.0,1.0,0.0008037453564921806,293.19145975767515,294.15,283.15,283.15,293.15,293.15,297.2609873754679,297.3328376364681,297.2365951019459,297.23273564654477,297.2963691543187,0.5,299.33083143939393,297.32266659021406,0.0,1.0,0.0,0.0,0.0,-4.724458043690734e-08,0.6666666666666666
18578400.0,0.0,1.0,0.0008036633210465565,293.19130437994625,294.15,283.15,283.15,293.15,293.15,297.26333558670166,297.335259186768,297.240612975866,297.2371312105069,297.3012249550449,0.5,299.3285634118967,297.3216453842281,0.0,1.0,0.0,0.0,0.0,-4.723493668558993e-08,0.6666666666666666
18578460.0,0.0,1.0,0.000803587978223401,293.1911515705783,294.15,283.15,283.15,293.15,293.15,297.26547814748676,297.3374058360226,297.24436253892253,297.2411922877714,297.30558066601475,0.5,299.32611861672274,297.3204548243926,0.0,1.0,0.0,0.0,0.0,-4.722608055869144e-08,0.6666666666666666
18578520.0,0.0,1.0,0.000803521935985804,293.19100085758305,294.15,283.15,283.15,293.15,293.15,297.2674769464746,297.33936247239103,297.2479089411353,297.24500847406995,297.3095956900754,0.5,299.32349999999997,297.3190919666004,0.0,1.0,0.0,0.0,0.0,-4.721831834577798e-08,0.6666666666666666
18578580.0,0.0,1.0,0.0008034633134748795,293.19085284322153,294.15,283.15,283.15,293.15,293.15,297.26930052436495,297.3410898162943,297.2512042728192,297.24852498639706,297.31320814883037,0.5,299.32071050785635,297.3175538695091,0.0,1.0,0.0,0.0,0.0,-4.721142873765681e-08,0.6666666666666666
18578640.0,0.0,1.0,0.0008034118611304291,293.19070671948475,294.15,283.15,283.15,293.15,293.15,297.2710177167223,297.3426790732123,297.2543387822974,297.2518540799895,297.31658462664126,0.5,299.3177530864197,297.31583759473455,0.0,1.0,0.0,0.0,0.0,-4.720538221657762e-08,0.6666666666666666
18578700.0,0.0,1.0,0.0008033670755194922,293.19056263355037,294.15,283.15,283.15,293.15,293.15,297.27262805178145,297.34413023925356,297.2573087453714,297.25499330622443,297.3197288076557,0.5,299.3146306818182,297.3139402070262,0.0,1.0,0.0,0.0,0.0,-4.7200119464036975e-08,0.6666666666666666
18578760.0,0.0,1.0,0.0008033315093468442,293.1904210642384,294.15,283.15,283.15,293.15,293.15,297.27411911254643,297.34542747501223,297.26008956237837,297.25791688798756,297.32261772327513,0.5,299.31134624017955,297.3118587744197,0.0,1.0,0.0,0.0,0.0,-4.719594029456385e-08,0.6666666666666666
18578820.0,0.0,1.0,0.0008033031278034155,293.19028173865354,294.15,283.15,283.15,293.15,293.15,297.27551436365053,297.346601383545,297.2627147641385,297.26066516548264,297.325306811491,0.5,299.30790270763185,297.30959036837214,0.0,1.0,0.0,0.0,0.0,-4.7192605479699455e-08,0.6666666666666666
18578880.0,0.0,1.0,0.0008032825652665938,293.1901440356056,294.15,283.15,283.15,293.15,293.15,297.276847095125,297.3476944194781,297.2652351967726,297.26329650890676,297.32786473106336,0.5,299.304303030303,297.3071320638745,0.0,1.0,0.0,0.0,0.0,-4.7190189465409147e-08,0.6666666666666666
18578940.0,0.0,1.0,0.0008032694273263054,293.19000937806976,294.15,283.15,283.15,293.15,293.15,297.27806794654396,297.3486435148755,297.2675681830652,297.2657196530999,297.3301968467697,0.5,299.30055015432094,297.30448093954607,0.0,1.0,0.0,0.0,0.0,-4.718864584114227e-08,0.6666666666666666
18579000.0,0.0,1.0,0.0008032634739334431,293.1898762956801,294.15,283.15,283.15,293.15,293.15,297.27923921347326,297.3495284256592,297.26981465377787,297.26804787700456,297.3324289763802,0.5,299.2966470258137,297.3016340777074,0.0,1.0,0.0,0.0,0.0,-4.718794636022095e-08,0.6666666666666666
18579060.0,0.0,1.0,0.0008032667541143899,293.1897467283421,294.15,283.15,283.15,293.15,293.15,297.28030597752615,297.35027832992716,297.2718783233721,297.27017649835904,297.3344570641295,0.5,299.29259659090906,297.298588564434,0.0,1.0,0.0,0.0,0.0,-4.718833174739347e-08,0.6666666666666666
18579120.0,0.0,1.0,0.0008032763924554362,293.18961853460354,294.15,283.15,283.15,293.15,293.15,297.28133853834424,297.3509834564236,297.27387937508547,297.27223748628967,297.33641771294407,0.5,299.2884017957351,297.29534148958976,0.0,1.0,0.0,0.0,0.0,-4.7189464173676485e-08,0.6666666666666666
18579180.0,0.0,1.0,0.0008032937216137098,293.1894934592542,294.15,283.15,283.15,293.15,293.15,297.2822941210485,297.35158826423316,297.27574091751194,297.27414804854806,297.3382317604978,0.5,299.28406558641973,297.29188994684057,0.0,1.0,0.0,0.0,0.0,-4.719150024735574e-08,0.6666666666666666
18579240.0,0.0,1.0,0.0008033193607968298,293.1893706777338,294.15,283.15,283.15,293.15,293.15,297.2832014654457,297.35212959617627,297.27751189069835,297.2759617605468,297.33995413355746,0.5,299.27959090909087,297.2882310336477,0.0,1.0,0.0,0.0,0.0,-4.719451278337388e-08,0.6666666666666666
18579300.0,0.0,1.0,0.0008033521923149477,293.1892505238784,294.15,283.15,283.15,293.15,293.15,297.284058279774,297.3526029675615,297.2791855621922,297.27767193250406,297.34158074368463,0.5,299.2749807098765,297.2843618512418,0.0,1.0,0.0,0.0,0.0,-4.7198370541752223e-08,0.6666666666666666
18579360.0,0.0,1.0,0.0008033933384293138,293.1891330736651,294.15,283.15,283.15,293.15,293.15,297.2848689971879,297.3530146978156,297.28076940925155,297.27928701196527,297.343121663868,0.5,299.27023793490457,297.2802795045764,0.0,1.0,0.0,0.0,0.0,-4.720320550320386e-08,0.6666666666666666
18579420.0,0.0,1.0,0.0008034418259631027,293.18901796481714,294.15,283.15,283.15,293.15,293.15,297.2856435886471,297.35337693594556,297.2822809444744,297.2808259356681,297.34459512058174,0.5,299.26536553030303,297.2759811022625,0.0,1.0,0.0,0.0,0.0,-4.720890345257239e-08,0.6666666666666666
18579480.0,0.0,1.0,0.000803498786249053,293.1889052494159,294.15,283.15,283.15,293.15,293.15,297.2863846757898,297.3536934897853,297.2837247468833,297.28229372228907,297.34600677088224,0.5,299.26036644219977,297.2714637564823,0.0,1.0,0.0,0.0,0.0,-4.7215597506619126e-08,0.6666666666666666
18579540.0,0.0,1.0,0.0008035632492612179,293.1887952886233,294.15,283.15,283.15,293.15,293.15,297.2870911691223,297.353960505043,297.28509511845147,297.28368467626495,297.3473531784715,0.5,299.25524361672274,297.26672458288425,0.0,1.0,0.0,0.0,0.0,-4.722317386482528e-08,0.6666666666666666
18579600.0,0.0,1.0,0.0008036411712304739,293.1886891188335,294.15,283.15,283.15,293.15,293.15,297.287757081749,297.3541569658656,297.28637856994214,297.28498548288417,297.3486212275499,0.5,299.25,297.26176070045767,0.0,1.0,0.0,0.0,0.0,-4.723233287093911e-08,0.6666666666666666
18579600.0,0.0,1.0,0.0008036411712304739,293.1886891188335,294.15,283.15,283.15,293.15,293.15,297.287757081749,297.3541569658656,297.28637856994214,297.28498548288417,297.3486212275499,0.5,299.25,297.26176070045767,0.0,1.0,0.0,0.0,0.0,-4.723233287093911e-08,0.6666666666666666
18579660.0,0.0,1.0,0.0008037267744139519,293.1885846222282,294.15,283.15,283.15,293.15,293.15,297.2884061886775,297.35431064750145,297.2876238040548,297.28624710217355,297.34985015816017,0.5,299.24256485690233,297.2546421988063,0.0,1.0,0.0,0.0,0.0,-4.724239575691127e-08,0.6666666666666666
18579720.0,0.0,1.0,0.0008038345301075021,293.1884837087184,294.15,283.15,283.15,293.15,293.15,297.28901979606627,297.3543609612217,297.28879171221126,297.28742983530685,297.3509941910012,0.5,299.2309632996633,297.24353475750866,0.0,1.0,0.0,0.0,0.0,-4.725506425572449e-08,0.6666666666666666
18579780.0,0.0,1.0,0.0008039503076292582,293.1883829702886,294.15,283.15,283.15,293.15,293.15,297.28963258745097,297.35440202401935,297.2899548944417,297.2886078156087,297.3521313499882,0.5,299.2153420454545,297.2285788948585,0.0,1.0,0.0,0.0,0.0,-4.72686777490617e-08,0.6666666666666666
18579840.0,0.0,1.0,0.0008040981737697424,293.1882848054502,294.15,283.15,283.15,293.15,293.15,297.290220265525,297.3543312536091,297.2910625872127,297.28973005440605,297.35318891822,0.5,299.1958478114478,297.2099151433371,0.0,1.0,0.0,0.0,0.0,-4.7286067178469765e-08,0.6666666666666666
18579900.0,0.0,1.0,0.0008042699442192338,293.18818898271445,294.15,283.15,283.15,293.15,293.15,297.29078681924614,297.3541474283654,297.2921197476282,297.2908019830205,297.3541681346914,0.5,299.1726273148148,297.1876840475346,0.0,1.0,0.0,0.0,0.0,-4.730627183092842e-08,0.6666666666666666
18579960.0,0.0,1.0,0.0008044702462726814,293.18809605792666,294.15,283.15,283.15,293.15,293.15,297.29132787121637,297.35381290753674,297.2931145160363,297.29181223982135,297.3550440106801,0.5,299.1458272727273,297.16202616214366,0.0,1.0,0.0,0.0,0.0,-4.7329837990008514e-08,0.6666666666666666
18580020.0,0.0,1.0,0.0008046990861940689,293.1880063340651,294.15,283.15,283.15,293.15,293.15,297.2918417547884,297.35330460741676,297.2940395963501,297.29275404462,297.3558000194906,0.5,299.11559440235686,297.13308205002676,0.0,1.0,0.0,0.0,0.0,-4.735676890042292e-08,0.6666666666666666
18580080.0,0.0,1.0,0.0008049614260108199,293.1879188197237,294.15,283.15,283.15,293.15,293.15,297.292336510217,297.35266788905494,297.2949161775007,297.2936483866648,297.3564660800974,0.5,299.0820754208754,297.10099228036006,0.0,1.0,0.0,0.0,0.0,-4.73876516537902e-08,0.6666666666666666
18580140.0,0.0,1.0,0.0008052632870506699,293.18783586123766,294.15,283.15,283.15,293.15,293.15,297.29279618115606,297.35177397616,297.29569140112443,297.29444359571085,297.3569501688864,0.5,299.04541704545454,297.0658974268544,0.0,1.0,0.0,0.0,0.0,-4.742319931730668e-08,0.6666666666666666
18580200.0,0.0,1.0,0.0008056345265039052,293.1877575021851,294.15,283.15,283.15,293.15,293.15,297.2932168962295,297.35061039664345,297.29636555353534,297.2951397649713,297.3572471836974,0.5,299.005765993266,297.0279380660566,0.0,1.0,0.0,0.0,0.0,-4.7466935374892104e-08,0.6666666666666666
18580260.0,0.0,1.0,0.0008060490298083577,293.1876817806493,294.15,283.15,283.15,293.15,293.15,297.29361899125814,297.3492757724401,297.2969798918399,297.29577714458657,297.3574338860668,0.5,298.96326898148146,296.987254775731,0.0,1.0,0.0,0.0,0.0,-4.7515792205567756e-08,0.6666666666666666
18580320.0,0.0,1.0,0.0008065286498753594,293.18760777506026,294.15,283.15,283.15,293.15,293.15,297.294009881454,297.3478271350785,297.29755591277757,297.296376868942,297.3575462558223,0.5,298.9180727272727,296.94398813332407,0.0,1.0,0.0,0.0,0.0,-4.757235560847167e-08,0.6666666666666666
18580380.0,0.0,1.0,0.0008071688947193539,293.1875370837839,294.15,283.15,283.15,293.15,293.15,297.29439296818225,297.3460906852265,297.2980569707646,297.29690218100245,297.3575032476854,0.5,298.8703239478114,296.89827871451104,0.0,1.0,0.0,0.0,0.0,-4.764791453758181e-08,0.6666666666666666
18580440.0,0.0,1.0,0.0008078760630066828,293.18746785076144,294.15,283.15,283.15,293.15,293.15,297.29476959708336,297.3442286334915,297.2985254096049,297.2973951273827,297.35739179444533,0.5,298.82016936026935,296.85026709182813,0.0,1.0,0.0,0.0,0.0,-4.773144116971766e-08,0.6666666666666666
18580500.0,0.0,1.0,0.0008088662125909155,293.18740197776924,294.15,283.15,283.15,293.15,293.15,297.2951552771311,297.34199555376136,297.2989181960914,297.29781197782,297.35711044908385,0.5,298.7677556818182,296.80009383338825,0.0,1.0,0.0,0.0,0.0,-4.7848514834332904e-08,0.6666666666666666
18580560.0,0.0,1.0,0.0008100435703841608,293.18733937340676,294.15,283.15,283.15,293.15,293.15,297.29554523456807,297.33939148259134,297.2992399782751,297.2981568219407,297.3566709508102,0.5,298.7132296296296,296.7478995016827,0.0,1.0,0.0,0.0,0.0,-4.7987910325884594e-08,0.6666666666666666
18580620.0,0.0,1.0,0.0008114234054353162,293.18727945961143,294.15,283.15,283.15,293.15,293.15,297.29594484299383,297.3364619878682,297.2995024569792,297.29844104876383,297.3560994950986,0.5,298.6567379208754,296.6938246524687,0.0,1.0,0.0,0.0,0.0,-4.8151536550792807e-08,0.6666666666666666
18580680.0,0.0,1.0,0.0008130333684458241,293.18722222175654,294.15,283.15,283.15,293.15,293.15,297.2963563653321,297.33320413135567,297.29970890782243,297.29866728959405,297.35539603081696,0.5,298.59842727272724,296.6380098337424,0.0,1.0,0.0,0.0,0.0,-4.8342804280050965e-08,0.6666666666666666
18580740.0,0.0,1.0,0.0008148726694941205,293.187167965068,294.15,283.15,283.15,293.15,293.15,297.29677992298815,297.3295806525871,297.2998520781103,297.29882781567716,297.354543922558,0.5,298.5384444023569,296.5805955847982,0.0,1.0,0.0,0.0,0.0,-4.856178193937512e-08,0.6666666666666666
18580800.0,0.0,1.0,0.0008168789591477052,293.18711657410665,294.15,283.15,283.15,293.15,293.15,297.29721044366653,297.3259006234164,297.2999379291968,297.29892808915713,297.3535503643316,0.5,298.476936026936,296.52172243537404,0.0,1.0,0.0,0.0,0.0,-4.880120465598075e-08,0.6666666666666666
18580860.0,0.0,1.0,0.000819008661924093,293.18706933175145,294.15,283.15,283.15,293.15,293.15,297.2976387332118,297.3226241609378,297.29994244456054,297.2989426457222,297.3523580634819,0.5,298.41404886363637,296.4615309048826,0.0,1.0,0.0,0.0,0.0,-4.9055999201734266e-08,0.6666666666666666
18580920.0,0.0,1.0,0.0008211668737598163,293.1870241169681,294.15,283.15,283.15,293.15,293.15,297.2980598950094,297.31964527186426,297.29990820723646,297.2989162452332,297.3510699280401,0.5,298.3499296296296,296.4001615017269,0.0,1.0,0.0,0.0,0.0,-4.931488133038334e-08,0.6666666666666666
18580980.0,0.0,1.0,0.0008232398194688279,293.18698177382623,294.15,283.15,283.15,293.15,293.15,297.2984400205927,297.3169996322652,297.2998181733765,297.2988311311768,297.349633962745,0.5,298.28472504208753,296.3377547227023,0.0,1.0,0.0,0.0,0.0,-4.956417705231894e-08,0.6666666666666666
18581040.0,0.0,1.0,0.000825044731155268,293.18694402959716,294.15,283.15,283.15,293.15,293.15,297.29873403029023,297.31477434967707,297.299642362388,297.29865644545964,297.34796970793406,0.5,298.2185818181818,296.2744510524811,0.0,1.0,0.0,0.0,0.0,-4.978175043219766e-08,0.6666666666666666
18581100.0,0.0,1.0,0.0008266528555866565,293.1869088500501,294.15,283.15,283.15,293.15,293.15,297.29893854435704,297.31271314350937,297.29941469000846,297.2984289903536,297.3461703110277,0.5,298.1516466750842,296.2103909631817,0.0,1.0,0.0,0.0,0.0,-4.997600344420768e-08,0.6666666666666666
18581160.0,0.0,1.0,0.0008278346825302266,293.18687764662945,294.15,283.15,283.15,293.15,293.15,297.2990104937236,297.31087115170334,297.299110731465,297.2981246104482,297.34416488957083,0.5,298.08406632996633,296.1457149140192,0.0,1.0,0.0,0.0,0.0,-5.011900304627454e-08,0.6666666666666666
18581220.0,0.0,1.0,0.0008288518890332418,293.18684960935735,294.15,283.15,283.15,293.15,293.15,297.2989606476319,297.3091635742987,297.2987408257134,297.297754796077,297.34199021447887,0.5,298.0159875,296.0805633510386,0.0,1.0,0.0,0.0,0.0,-5.0242247343662155e-08,0.6666666666666666
